PID,A_AREA,A_SQ1,A_SQ2,A_AGE,A_SQ3,A_Q1,A_Q2,A_Q2_1,A_Q2_2,A_Q3,A_Q4,A_Q5,A_Q6,A_GUBUN,WT1
2304012,4,4,2,32,3,1,3,,,9,3,6,1,2,0.99
2305006,4,4,1,46,4,1,1,4.0,,3,1,5,1,2,1.0
2306011,4,4,2,48,4,1,9,,,2,3,5,1,2,1.0
2307009,4,4,1,54,5,1,2,,4.0,3,1,2,6,2,1.0
2307023,4,4,1,57,5,1,1,1.0,,3,3,2,1,2,1.0
2405006,5,5,1,42,4,1,1,3.0,,3,1,5,1,2,0.99
2406005,5,5,2,41,4,1,3,,,9,3,2,1,2,1.0
2407003,5,5,1,57,5,1,3,,,3,1,5,1,2,1.01
2408003,5,5,2,58,5,1,9,,,3,1,5,1,1,1.01
2408004,5,5,2,59,5,1,1,2.0,,3,1,2,1,1,1.01
2410011,5,5,2,68,6,1,2,,2.0,1,3,6,1,2,1.0
2505022,6,6,1,43,4,1,1,3.0,,3,3,5,1,2,1.0
2507014,6,6,1,52,5,1,1,2.0,,3,3,5,1,2,1.0
2508009,6,6,2,50,5,1,9,,,3,3,3,1,2,0.99
2604001,7,7,2,37,3,1,1,4.0,,3,3,6,1,2,1.0
3101014,8,8,1,29,2,1,1,4.0,,3,1,3,1,2,1.0
3101073,8,8,1,28,2,2,3,,,3,3,7,1,2,1.0
3101078,8,8,1,25,2,1,1,1.0,,3,3,5,98,2,1.0
3102013,8,8,2,27,2,1,1,1.0,,3,1,8,1,2,0.99
3102038,8,8,2,27,2,1,1,2.0,,3,3,5,1,2,0.99
3103019,8,8,1,36,3,1,1,4.0,,3,1,3,1,2,1.0
3103119,8,8,1,39,3,1,1,1.0,,3,3,2,98,2,1.0
3104006,8,8,2,34,3,1,1,1.0,,3,1,5,1,2,0.99
3104018,8,8,2,38,3,1,1,3.0,,3,1,2,1,1,0.99
3104022,8,8,2,31,3,1,3,,,3,3,2,98,2,0.99
3104053,8,8,2,34,3,1,1,1.0,,3,3,6,1,2,0.99
3104068,8,8,2,36,3,1,1,2.0,,3,3,5,1,2,0.99
3105003,8,8,1,44,4,1,1,1.0,,3,1,4,5,2,1.0
3105054,8,8,1,49,4,1,3,,,3,3,4,1,2,1.0
3105154,8,8,1,48,4,1,1,1.0,,3,3,5,1,1,1.0
3106005,8,8,2,42,4,1,1,1.0,,3,1,3,5,2,1.0
3106010,8,8,2,47,4,1,1,2.0,,3,1,6,1,2,1.0
3106012,8,8,2,42,4,1,1,4.0,,3,1,5,1,2,1.0
3106018,8,8,2,43,4,1,1,1.0,,3,1,6,98,2,1.0
3106029,8,8,2,47,4,1,1,4.0,,3,3,3,5,2,1.0
3106037,8,8,2,45,4,1,3,,,9,3,2,1,2,1.0
3106039,8,8,2,45,4,1,1,1.0,,3,3,2,1,2,1.0
3106044,8,8,2,47,4,1,9,,,9,3,6,1,2,1.0
3106045,8,8,2,47,4,1,1,4.0,,3,3,5,1,2,1.0
3106066,8,8,2,47,4,1,1,3.0,,3,3,2,1,2,1.0
3107017,8,8,1,55,5,1,3,,,2,1,5,98,2,1.0
3107029,8,8,1,58,5,1,1,3.0,,3,1,2,5,2,1.0
3107101,8,8,1,57,5,1,3,,,3,3,8,98,2,1.0
3108012,8,8,2,53,5,1,1,4.0,,3,1,5,1,2,1.0
3108016,8,8,2,59,5,1,3,,,2,1,6,1,2,1.0
3108026,8,8,2,57,5,1,1,1.0,,3,1,6,1,1,1.0
3108045,8,8,2,57,5,1,3,,,3,3,5,1,2,1.0
3108090,8,8,2,50,5,1,1,3.0,,2,3,3,1,1,1.0
3108096,8,8,2,58,5,1,3,,,3,3,6,1,1,1.0
3109046,8,8,1,62,6,1,1,1.0,,3,1,8,1,2,1.01
3109050,8,8,1,66,6,1,3,,,3,1,1,98,2,1.01
3110005,8,8,2,61,6,1,9,,,9,1,6,1,2,0.99
3110056,8,8,2,60,6,1,1,1.0,,2,3,2,98,2,0.99
3204003,9,9,2,36,3,1,1,2.0,,3,1,5,1,2,0.98
3205004,9,9,1,48,4,1,1,1.0,,3,1,1,1,1,1.01
3209002,9,9,1,72,6,2,1,2.0,,3,1,8,1,2,0.94
3209013,9,9,1,67,6,1,2,,2.0,3,1,5,1,1,0.94
3210009,9,9,2,63,6,1,3,,,1,3,4,98,2,1.01
3304001,10,10,2,39,3,1,1,1.0,,3,1,3,98,2,1.01
3305010,10,10,1,48,4,1,1,2.0,,3,3,1,6,2,1.0
3306005,10,10,2,48,4,1,3,,,1,3,2,1,1,1.01
3307006,10,10,1,54,5,1,1,2.0,,3,1,2,1,1,0.99
3310004,10,10,2,61,6,1,2,,4.0,3,1,1,98,2,1.0
3401005,11,11,1,26,2,1,1,1.0,,3,1,8,98,2,1.0
3403008,11,11,1,38,3,1,1,1.0,,3,1,5,98,2,1.0
3404012,17,11,2,35,3,1,3,,,3,3,5,1,2,0.99
3406001,17,11,2,40,4,1,1,4.0,,3,1,6,1,2,1.01
3406018,11,11,2,40,4,1,1,4.0,,3,3,5,1,1,1.01
3503001,12,12,1,34,3,2,9,,,9,1,3,98,2,0.99
3504005,12,12,2,36,3,1,1,1.0,,3,3,5,1,2,1.0
3505008,12,12,1,43,4,1,1,3.0,,3,1,5,1,2,0.99
3506012,12,12,2,45,4,1,1,2.0,,3,3,6,5,1,1.05
3507006,12,12,1,51,5,1,1,4.0,,2,1,2,1,2,1.0
3507008,12,12,1,56,5,1,2,,2.0,1,1,3,1,2,1.0
3508003,12,12,2,51,5,1,1,4.0,,9,1,6,1,2,1.0
3508008,12,12,2,55,5,1,1,2.0,,3,3,2,1,1,1.0
3509002,12,12,1,63,6,1,1,1.0,,3,1,5,1,2,0.92
3509009,12,12,1,71,6,1,1,4.0,,3,1,2,1,2,0.92
3509012,12,12,1,60,6,1,1,4.0,,3,1,5,1,1,0.92
3510018,12,12,2,62,6,2,1,5.0,,2,3,6,1,2,1.04
3510022,12,12,2,64,6,1,3,,,1,3,6,1,2,1.04
3606004,13,13,2,46,4,1,9,,,2,1,1,1,2,0.99
3608007,13,13,2,56,5,1,3,,,3,1,2,1,1,1.0
3609005,13,13,1,60,6,1,3,,,3,1,4,1,2,0.96
3702002,14,14,2,26,2,2,1,4.0,,3,1,5,1,2,1.01
3705011,14,14,1,47,4,1,3,,,3,3,4,1,2,1.0
3707010,14,14,1,50,5,1,1,2.0,,3,1,2,1,2,1.0
3708029,14,14,2,57,5,1,1,2.0,,3,3,6,1,1,0.98
3803021,15,15,1,32,3,1,1,2.0,,3,3,5,98,2,1.0
3804001,15,15,2,33,3,1,1,2.0,,3,1,5,1,2,1.0
3805011,15,15,1,40,4,1,1,2.0,,3,1,5,1,2,1.0
3806001,15,15,2,45,4,1,1,2.0,,3,1,6,1,2,0.99
3806003,15,15,2,48,4,1,3,,,3,1,5,1,2,0.99
3806013,15,15,2,42,4,1,1,2.0,,3,3,5,1,2,0.99
3807026,15,15,1,53,5,1,3,,,2,3,4,1,2,1.0
3808013,15,15,2,54,5,1,3,,,3,1,2,1,1,1.0
1101001,1,1,1,29,2,1,1,1.0,,3,1,5,4,2,1.0
1101002,1,1,1,24,2,1,2,,4.0,2,1,7,98,2,1.0
1101003,1,1,1,29,2,1,1,3.0,,3,1,8,98,2,1.0
1101004,1,1,1,29,2,2,1,2.0,,2,1,5,4,2,1.0
1101006,1,1,1,21,2,1,2,,2.0,1,1,7,98,2,1.0
1101007,1,1,1,29,2,1,2,,2.0,1,1,7,2,2,1.0
1101008,1,1,1,22,2,1,2,,1.0,1,1,4,98,2,1.0
1101009,1,1,1,24,2,2,2,,3.0,1,1,7,98,2,1.0
1101011,1,1,1,27,2,1,1,1.0,,3,1,5,1,2,1.0
1101013,1,1,1,29,2,1,2,,2.0,3,1,2,98,2,1.0
1101014,1,1,1,26,2,1,2,,2.0,2,1,3,1,2,1.0
1101015,1,1,1,22,2,1,2,,2.0,1,1,7,98,2,1.0
1101016,1,1,1,29,2,1,3,,,3,1,5,1,2,1.0
1101017,1,1,1,24,2,2,3,,,2,1,7,1,2,1.0
1101018,1,1,1,29,2,1,1,3.0,,3,1,7,98,2,1.0
1101019,1,1,1,25,2,1,1,4.0,,2,1,7,98,2,1.0
1101020,1,1,1,26,2,1,2,,2.0,3,1,7,98,2,1.0
1101021,1,1,1,23,2,2,2,,1.0,9,1,7,98,2,1.0
1101022,1,1,1,26,2,2,3,,,3,1,7,98,2,1.0
1101023,1,1,1,24,2,2,2,,1.0,2,1,5,1,2,1.0
1101024,1,1,1,20,2,1,1,4.0,,3,1,7,98,2,1.0
1101025,1,1,1,27,2,1,2,,2.0,2,1,4,1,2,1.0
1101026,1,1,1,22,2,2,3,,,1,1,4,1,2,1.0
1101027,1,1,1,25,2,1,2,,2.0,2,3,7,5,2,1.0
1101028,1,1,1,24,2,2,2,,2.0,2,3,7,98,2,1.0
1101029,1,1,1,27,2,2,3,,,2,3,5,98,2,1.0
1101030,1,1,1,20,2,2,9,,,1,3,7,1,2,1.0
1101031,1,1,1,23,2,1,9,,,2,3,7,98,2,1.0
1101032,1,1,1,22,2,1,2,,4.0,2,3,7,2,2,1.0
1101033,1,1,1,25,2,1,2,,3.0,3,3,8,1,2,1.0
1101034,1,1,1,23,2,1,2,,2.0,2,3,7,1,2,1.0
1101036,1,1,1,26,2,2,9,,,9,3,7,98,2,1.0
1101037,1,1,1,27,2,2,9,,,3,3,5,1,2,1.0
1101038,1,1,1,26,2,1,2,,2.0,2,3,5,4,2,1.0
1101039,1,1,1,21,2,2,3,,,9,3,7,6,2,1.0
1101041,1,1,1,26,2,1,1,1.0,,3,3,4,1,2,1.0
1101043,1,1,1,28,2,1,1,4.0,,9,3,7,98,2,1.0
1101044,1,1,1,28,2,1,3,,,2,3,5,1,2,1.0
1101045,1,1,1,25,2,2,9,,,3,3,7,1,2,1.0
1101046,1,1,1,27,2,1,3,,,3,3,2,98,2,1.0
1101047,1,1,1,26,2,1,1,1.0,,3,3,5,1,2,1.0
1101048,1,1,1,21,2,1,2,,2.0,2,3,7,3,2,1.0
1101049,1,1,1,21,2,1,2,,2.0,1,3,7,4,2,1.0
1101050,1,1,1,24,2,2,9,,,9,3,3,98,2,1.0
1101051,1,1,1,23,2,2,3,,,9,3,7,98,2,1.0
1101052,1,1,1,25,2,2,9,,,3,3,3,1,2,1.0
1101053,1,1,1,22,2,1,1,1.0,,3,3,7,1,2,1.0
1101054,1,1,1,23,2,1,3,,,3,3,5,1,2,1.0
1101055,1,1,1,22,2,2,2,,4.0,2,3,7,2,2,1.0
1101056,1,1,1,25,2,1,2,,2.0,1,3,7,3,2,1.0
1101057,1,1,1,28,2,1,1,1.0,,3,3,2,1,2,1.0
1101058,1,1,1,28,2,1,2,,1.0,1,3,7,98,2,1.0
1101059,1,1,1,24,2,1,2,,2.0,3,3,7,4,2,1.0
1101060,1,1,1,23,2,1,2,,2.0,2,3,7,98,2,1.0
1101061,1,1,1,25,2,2,9,,,3,3,7,98,2,1.0
1101062,1,1,1,25,2,2,3,,,9,3,8,98,2,1.0
1101063,1,1,1,26,2,1,3,,,2,3,5,98,2,1.0
1101064,1,1,1,28,2,2,2,,3.0,2,3,5,1,2,1.0
1101065,1,1,1,25,2,2,1,1.0,,3,3,7,1,2,1.0
1101066,1,1,1,24,2,1,9,,,1,3,8,1,2,1.0
1101067,1,1,1,27,2,2,3,,,3,3,5,98,2,1.0
1101069,1,1,1,28,2,2,9,,,9,3,5,1,2,1.0
1101070,1,1,1,25,2,1,2,,3.0,1,3,7,4,2,1.0
1101071,1,1,1,22,2,1,1,3.0,,3,3,7,1,2,1.0
1101072,1,1,1,21,2,2,2,,2.0,3,3,7,98,2,1.0
1101073,1,1,1,27,2,2,3,,,2,3,8,98,2,1.0
1101074,1,1,1,24,2,2,2,,2.0,3,3,3,1,2,1.0
1101075,1,1,1,19,2,1,2,,2.0,1,3,7,98,2,1.0
1101076,1,1,1,25,2,1,1,3.0,,3,3,7,1,2,1.0
1101077,1,1,1,27,2,1,2,,1.0,1,3,8,98,2,1.0
1101078,1,1,1,26,2,1,1,2.0,,9,3,8,1,2,1.0
1101079,1,1,1,29,2,1,1,1.0,,3,3,7,1,1,1.0
1101080,1,1,1,25,2,1,1,1.0,,3,3,7,1,1,1.0
1101081,1,1,1,25,2,2,3,,,2,3,3,1,1,1.0
1101083,1,1,1,29,2,1,2,,3.0,3,3,5,1,1,1.0
1101084,1,1,1,28,2,1,1,2.0,,3,3,8,1,1,1.0
1101085,1,1,1,19,2,2,9,,,2,2,7,98,2,1.0
1101086,1,1,1,26,2,1,1,4.0,,3,2,2,98,2,1.0
1101087,1,1,1,29,2,1,2,,1.0,2,2,7,1,2,1.0
1101088,1,1,1,25,2,2,9,,,9,2,7,98,2,1.0
1101089,1,1,1,27,2,2,9,,,9,2,5,1,2,1.0
1101090,1,1,1,27,2,1,2,,3.0,1,2,8,2,2,1.0
1101091,1,1,1,25,2,2,2,,4.0,2,2,7,98,2,1.0
1101092,1,1,1,20,2,2,3,,,2,2,7,1,2,1.0
1101093,1,1,1,20,2,2,9,,,2,2,7,1,2,1.0
1101094,1,1,1,28,2,1,9,,,2,2,5,98,2,1.0
1101095,1,1,1,24,2,2,2,,3.0,2,2,7,98,2,1.0
1101096,1,1,1,24,2,1,2,,2.0,1,2,7,4,2,1.0
1101097,1,1,1,24,2,1,2,,4.0,1,2,7,98,2,1.0
1101098,1,1,1,26,2,1,3,,,2,2,7,98,2,1.0
1101099,1,1,1,24,2,2,9,,,9,2,7,98,2,1.0
1101100,1,1,1,25,2,1,1,2.0,,3,2,5,98,2,1.0
1101101,1,1,1,28,2,2,9,,,9,2,5,98,2,1.0
1101102,1,1,1,27,2,2,9,,,9,2,3,98,2,1.0
1101103,1,1,1,25,2,2,9,,,2,2,3,1,2,1.0
1101104,1,1,1,26,2,1,1,4.0,,3,2,3,1,2,1.0
1101105,1,1,1,27,2,2,2,,4.0,2,2,5,1,2,1.0
1101106,1,1,1,26,2,1,2,,3.0,2,2,7,4,2,1.0
1101107,1,1,1,27,2,1,1,4.0,,3,2,5,98,2,1.0
1101108,1,1,1,24,2,1,3,,,2,2,7,99,2,1.0
1101109,1,1,1,19,2,2,9,,,9,2,7,1,2,1.0
1101110,1,1,1,29,2,1,2,,2.0,2,2,2,98,2,1.0
1101111,1,1,1,25,2,2,1,1.0,,2,3,8,5,2,1.0
1101112,1,1,1,22,2,1,3,,,2,2,7,99,2,1.0
1101113,1,1,1,27,2,1,3,,,3,2,3,98,2,1.0
1101114,1,1,1,28,2,1,2,,2.0,3,2,7,1,2,1.0
1101115,1,1,1,20,2,2,9,,,3,2,7,98,2,1.0
1101116,1,1,1,22,2,2,9,,,9,2,8,98,2,1.0
1101117,1,1,1,27,2,1,2,,4.0,2,2,5,4,2,1.0
1101118,1,1,1,19,2,2,2,,3.0,2,2,7,98,2,1.0
1101119,1,1,1,27,2,2,9,,,2,2,7,1,2,1.0
1101120,1,1,1,25,2,1,2,,2.0,1,2,7,98,2,1.0
1101121,1,1,1,29,2,2,3,,,9,2,5,98,2,1.0
1101122,1,1,1,24,2,2,9,,,9,2,7,1,2,1.0
1101123,1,1,1,19,2,2,9,,,2,2,7,98,2,1.0
1101124,1,1,1,22,2,1,2,,2.0,1,2,7,98,2,1.0
1101125,1,1,1,22,2,2,2,,1.0,1,2,7,2,2,1.0
1101126,1,1,1,23,2,2,3,,,9,2,4,1,2,1.0
1101127,1,1,1,21,2,2,3,,,2,2,7,98,2,1.0
1101128,1,1,1,29,2,1,1,1.0,,3,2,5,1,2,1.0
1101129,1,1,1,20,2,1,1,1.0,,3,2,7,98,2,1.0
1101130,1,1,1,29,2,1,2,,2.0,1,2,7,4,2,1.0
1101131,1,1,1,23,2,2,2,,2.0,1,2,7,98,2,1.0
1101132,1,1,1,20,2,1,3,,,3,2,8,98,2,1.0
1101133,1,1,1,19,2,1,1,1.0,,9,2,7,98,2,1.0
1101134,1,1,1,29,2,2,1,1.0,,3,2,2,98,2,1.0
1101135,1,1,1,29,2,1,2,,2.0,2,2,5,1,2,1.0
1101136,1,1,1,27,2,2,2,,1.0,2,2,7,98,2,1.0
1101137,1,1,1,29,2,2,1,2.0,,3,2,3,1,2,1.0
1101138,1,1,1,20,2,2,9,,,2,2,8,98,2,1.0
1101139,1,1,1,26,2,1,9,,,2,3,5,98,2,1.0
1101140,1,1,1,21,2,2,2,,3.0,2,2,7,98,2,1.0
1101141,1,1,1,26,2,2,2,,3.0,2,2,3,1,2,1.0
1101142,1,1,1,24,2,2,2,,2.0,2,2,5,98,2,1.0
1101143,1,1,1,24,2,1,2,,4.0,1,2,7,2,2,1.0
1101144,1,1,1,29,2,2,2,,9.0,2,2,8,99,2,1.0
1101145,1,1,1,25,2,2,3,,,9,2,8,1,2,1.0
1101146,1,1,1,24,2,1,2,,2.0,1,2,3,98,2,1.0
1101147,1,1,1,24,2,2,9,,,2,2,7,3,2,1.0
1101148,1,1,1,22,2,2,3,,,2,2,7,1,2,1.0
1101149,1,1,1,28,2,1,3,,,2,2,5,4,2,1.0
1101150,1,1,1,19,2,2,1,1.0,,3,2,7,98,2,1.0
1101151,1,1,1,24,2,1,1,4.0,,2,2,3,1,2,1.0
1101152,1,1,1,20,2,2,9,,,9,2,7,1,2,1.0
1101153,1,1,1,28,2,1,2,,1.0,2,2,5,1,2,1.0
1101154,1,1,1,25,2,1,3,,,2,2,7,1,2,1.0
1101155,1,1,1,26,2,1,3,,,2,2,8,1,2,1.0
1101156,1,1,1,26,2,2,1,1.0,,3,2,5,1,2,1.0
1101157,1,1,1,29,2,1,2,,4.0,1,3,3,3,2,1.0
1101158,1,1,1,29,2,1,2,,2.0,2,2,3,98,2,1.0
1101159,1,1,1,24,2,2,9,,,2,2,7,1,2,1.0
1101160,1,1,1,26,2,1,2,,1.0,1,2,7,1,2,1.0
1101161,1,1,1,22,2,2,3,,,2,2,7,1,2,1.0
1101162,1,1,1,28,2,1,3,,,3,3,7,99,2,1.0
1101163,1,1,1,27,2,2,9,,,9,2,4,98,2,1.0
1101164,1,1,1,29,2,1,3,,,2,2,9,98,2,1.0
1101165,1,1,1,25,2,2,2,,2.0,2,2,8,1,2,1.0
1101166,1,1,1,23,2,2,9,,,3,2,7,98,2,1.0
1101167,1,1,1,27,2,1,1,4.0,,3,2,5,1,2,1.0
1101168,1,1,1,21,2,1,1,5.0,,3,2,7,5,2,1.0
1101169,1,1,1,29,2,1,1,1.0,,3,2,3,1,2,1.0
1101170,1,1,1,19,2,2,9,,,9,3,7,98,2,1.0
1101171,1,1,1,28,2,2,3,,,3,2,4,98,2,1.0
1101172,1,1,1,26,2,1,1,1.0,,2,2,5,98,2,1.0
1101173,1,1,1,19,2,2,3,,,3,2,7,98,2,1.0
1101174,1,1,1,25,2,2,9,,,2,2,7,1,2,1.0
1101175,1,1,1,27,2,1,3,,,3,2,4,1,2,1.0
1101176,1,1,1,23,2,2,3,,,3,2,7,4,2,1.0
1101177,1,1,1,23,2,2,9,,,9,2,3,98,2,1.0
1101178,1,1,1,20,2,2,3,,,9,2,7,99,2,1.0
1101179,1,1,1,25,2,1,3,,,2,2,7,98,2,1.0
1101180,1,1,1,19,2,2,1,1.0,,3,2,7,1,2,1.0
1101181,1,1,1,28,2,1,1,2.0,,3,2,5,98,2,1.0
1101182,1,1,1,21,2,2,3,,,9,2,7,98,2,1.0
1101183,1,1,1,27,2,1,1,1.0,,3,2,4,98,2,1.0
1101184,1,1,1,29,2,2,2,,2.0,2,2,5,98,2,1.0
1101185,1,1,1,28,2,2,9,,,2,2,7,1,2,1.0
1101186,1,1,1,29,2,1,1,1.0,,3,3,7,1,2,1.0
1101187,1,1,1,23,2,2,9,,,2,2,7,3,2,1.0
1101188,1,1,1,22,2,1,9,,,2,2,7,2,2,1.0
1101189,1,1,1,28,2,1,2,,2.0,2,2,5,3,2,1.0
1101190,1,1,1,28,2,1,1,4.0,,3,2,7,1,2,1.0
1101191,1,1,1,25,2,2,9,,,2,2,7,98,2,1.0
1101192,1,1,1,23,2,2,3,,,9,2,7,1,2,1.0
1101193,1,1,1,25,2,1,2,,2.0,2,2,5,1,2,1.0
1101194,1,1,1,25,2,2,9,,,9,2,4,98,2,1.0
1101195,1,1,1,23,2,2,1,2.0,,3,2,7,98,2,1.0
1101196,1,1,1,24,2,1,2,,2.0,2,2,3,98,2,1.0
1101197,1,1,1,28,2,2,3,,,2,2,5,1,2,1.0
1101198,1,1,1,29,2,2,2,,3.0,2,2,8,1,2,1.0
1101199,1,1,1,28,2,1,1,3.0,,3,2,5,5,2,1.0
1101200,1,1,1,28,2,1,1,1.0,,3,2,5,5,2,1.0
1101201,1,1,1,20,2,2,9,,,9,2,7,98,2,1.0
1101202,1,1,1,25,2,1,3,,,1,2,7,98,2,1.0
1101203,1,1,1,26,2,2,3,,,3,2,5,4,2,1.0
1101204,1,1,1,24,2,2,9,,,9,2,7,98,2,1.0
1101205,1,1,1,28,2,1,2,,1.0,1,2,5,98,2,1.0
1101206,1,1,1,22,2,1,2,,2.0,2,2,7,98,2,1.0
1101207,1,1,1,25,2,1,3,,,3,2,7,98,2,1.0
1101208,1,1,1,25,2,2,1,2.0,,3,2,7,1,2,1.0
1101209,1,1,1,24,2,2,9,,,1,2,7,1,2,1.0
1101210,1,1,1,19,2,2,3,,,2,2,7,98,2,1.0
1101211,1,1,1,22,2,1,3,,,2,2,7,98,2,1.0
1101212,1,1,1,27,2,2,1,1.0,,3,2,5,98,2,1.0
1101213,1,1,1,27,2,1,1,2.0,,3,2,7,1,2,1.0
1101214,1,1,1,24,2,1,3,,,3,2,7,98,2,1.0
1101215,1,1,1,19,2,2,1,1.0,,2,2,7,98,2,1.0
1101216,1,1,1,26,2,1,3,,,1,2,7,98,2,1.0
1101217,1,1,1,20,2,1,2,,2.0,1,2,7,98,2,1.0
1101218,1,1,1,28,2,1,2,,2.0,1,2,4,1,2,1.0
1101219,1,1,1,21,2,2,1,1.0,,3,2,7,1,2,1.0
1101220,1,1,1,22,2,1,9,,,9,2,7,98,2,1.0
1101221,1,1,1,24,2,2,9,,,2,2,7,98,2,1.0
1101222,1,1,1,23,2,1,1,1.0,,3,2,7,5,2,1.0
1101223,1,1,1,28,2,1,9,,,1,2,3,1,2,1.0
1101224,1,1,1,26,2,1,1,1.0,,3,2,5,5,2,1.0
1101225,1,1,1,27,2,1,2,,2.0,3,3,3,98,2,1.0
1101226,1,1,1,29,2,1,3,,,3,2,5,1,2,1.0
1101227,1,1,1,28,2,1,2,,2.0,2,3,3,98,2,1.0
1101228,1,1,1,22,2,1,2,,1.0,2,2,3,5,2,1.0
1101229,1,1,1,23,2,1,1,4.0,,3,2,7,1,2,1.0
1101230,1,1,1,28,2,1,2,,4.0,2,2,5,98,2,1.0
1101231,1,1,1,22,2,2,2,,2.0,2,2,7,1,2,1.0
1101232,1,1,1,25,2,1,2,,2.0,2,2,7,2,2,1.0
1101233,1,1,1,23,2,2,2,,3.0,1,2,7,1,2,1.0
1101234,1,1,1,28,2,2,3,,,9,2,2,98,2,1.0
1101235,1,1,1,26,2,1,2,,2.0,2,2,5,98,2,1.0
1101236,1,1,1,22,2,2,3,,,2,2,3,1,2,1.0
1101237,1,1,1,27,2,2,1,1.0,,3,2,3,98,2,1.0
1101238,1,1,1,22,2,1,1,4.0,,3,2,7,1,2,1.0
1101239,1,1,1,28,2,2,9,,,9,2,4,98,2,1.0
1101240,1,1,1,22,2,2,3,,,3,2,7,1,2,1.0
1101241,1,1,1,20,2,2,3,,,9,2,7,3,2,1.0
1101242,1,1,1,28,2,1,3,,,9,2,4,99,2,1.0
1101243,1,1,1,28,2,2,2,,3.0,9,2,5,98,2,1.0
1101244,1,1,1,27,2,2,9,,,1,2,3,1,2,1.0
1101245,1,1,1,28,2,1,9,,,1,2,5,1,2,1.0
1101246,1,1,1,22,2,2,9,,,9,2,7,98,2,1.0
1101247,1,1,1,20,2,1,1,1.0,,3,3,7,99,2,1.0
1101248,1,1,1,24,2,2,3,,,3,2,8,6,2,1.0
1101249,1,1,1,26,2,2,2,,9.0,1,2,4,98,2,1.0
1101250,1,1,1,29,2,1,2,,5.0,2,2,5,1,2,1.0
1101251,1,1,1,29,2,2,9,,,2,2,9,98,2,1.0
1101252,1,1,1,21,2,2,9,,,3,2,7,98,2,1.0
1101253,1,1,1,25,2,2,9,,,9,2,8,98,2,1.0
1101254,1,1,1,24,2,1,3,,,3,2,7,98,2,1.0
1101255,1,1,1,29,2,2,3,,,2,2,7,98,2,1.0
1101256,1,1,1,26,2,2,9,,,9,2,7,98,2,1.0
1101257,1,1,1,20,2,2,2,,3.0,2,2,7,3,2,1.0
1101258,1,1,1,27,2,1,2,,2.0,2,2,7,4,2,1.0
1101259,1,1,1,28,2,1,2,,1.0,2,2,5,1,2,1.0
1101260,1,1,1,26,2,2,2,,4.0,2,2,2,1,2,1.0
1101261,1,1,1,19,2,1,2,,9.0,1,2,3,98,2,1.0
1101262,1,1,1,21,2,2,2,,2.0,1,2,7,98,2,1.0
1101263,1,1,1,27,2,1,3,,,2,2,5,98,2,1.0
1101264,1,1,1,23,2,1,2,,1.0,2,2,7,98,2,1.0
1101265,1,1,1,20,2,2,9,,,9,2,7,98,2,1.0
1101266,1,1,1,28,2,2,3,,,3,2,5,1,2,1.0
1101267,1,1,1,25,2,1,3,,,2,2,7,98,2,1.0
1101268,1,1,1,29,2,1,1,1.0,,3,2,3,98,2,1.0
1101269,1,1,1,28,2,2,9,,,9,2,8,1,2,1.0
1101270,1,1,1,25,2,2,9,,,9,2,3,99,2,1.0
1101271,1,1,1,28,2,2,9,,,2,2,5,5,2,1.0
1101272,1,1,1,23,2,2,2,,2.0,2,2,4,98,2,1.0
1101273,1,1,1,26,2,1,2,,2.0,3,2,5,98,2,1.0
1101274,1,1,1,28,2,2,2,,4.0,1,2,5,1,2,1.0
1101275,1,1,1,22,2,2,2,,5.0,1,2,2,98,2,1.0
1101276,1,1,1,23,2,1,2,,4.0,2,2,7,1,2,1.0
1101277,1,1,1,25,2,1,3,,,3,3,5,98,2,1.0
1101278,1,1,1,28,2,1,1,2.0,,3,2,3,98,2,1.0
1101279,1,1,1,20,2,1,2,,2.0,2,2,7,5,2,1.0
1101280,1,1,1,20,2,2,1,2.0,,9,3,7,1,2,1.0
1101281,1,1,1,20,2,2,2,,2.0,1,2,7,98,2,1.0
1101282,1,1,1,23,2,1,1,2.0,,3,2,8,98,2,1.0
1101283,1,1,1,24,2,2,3,,,9,2,7,1,2,1.0
1101284,1,1,1,21,2,2,3,,,2,2,7,4,2,1.0
1101285,1,1,1,20,2,1,2,,4.0,2,2,7,2,2,1.0
1101286,1,1,1,29,2,1,2,,2.0,1,2,5,4,2,1.0
1101287,1,1,1,28,2,1,3,,,2,2,5,98,2,1.0
1101288,1,1,1,27,2,1,9,,,2,2,5,4,2,1.0
1101289,1,1,1,27,2,2,9,,,3,2,8,99,2,1.0
1101290,1,1,1,28,2,2,3,,,3,2,2,98,2,1.0
1101291,1,1,1,22,2,2,9,,,9,2,7,98,2,1.0
1101292,1,1,1,24,2,2,9,,,9,2,7,98,2,1.0
1101293,1,1,1,26,2,1,3,,,9,2,2,98,2,1.0
1101294,1,1,1,28,2,2,9,,,2,2,5,98,2,1.0
1101295,1,1,1,28,2,2,9,,,9,2,8,98,2,1.0
1101296,1,1,1,23,2,1,1,2.0,,3,2,7,5,2,1.0
1101297,1,1,1,27,2,1,3,,,9,2,5,1,2,1.0
1101298,1,1,1,29,2,1,2,,1.0,1,3,8,2,2,1.0
1101299,1,1,1,25,2,1,2,,3.0,3,2,5,5,2,1.0
1101300,1,1,1,28,2,1,1,2.0,,3,3,4,1,2,1.0
